11,0.8102062898582204,11997
11,0.8200582879364181,11999
10,0.8217311945267224,12000
10,0.8179079671845164,11998
7,0.8552161496278146,12002
7,0.8552161496278148,12001
7,0.8745999359839904,12003
8,0.8584562881571313,12004
7,0.8741761614536396,12007
7,0.8741761614536396,12005
8,0.8511847719751213,12006
8,0.8532047870565562,12008
10,0.8301207813158995,12010
10,0.8008251478076819,12011
10,0.8301207813158995,12012
10,0.7948646565217216,12009
8,0.8596027563921713,12013
8,0.8596027563921713,12015
10,0.8126076128918489,12014
9,0.8380117622667713,12016
11,0.794743694624091,12020
11,0.7976549253618311,12017
11,0.80554351424753,12019
11,0.794743694624091,12018
8,0.8510825006078768,12024
7,0.855630732909924,12023
7,0.855630732909924,12021
8,0.8510825006078768,12022
7,0.8760359575918619,12026
7,0.865341330498174,12028
7,0.8748769999813173,12027
7,0.8756114872583701,12025
9,0.8305415250000978,12030
9,0.8427612043471486,12032
9,0.8382772355181493,12029
9,0.8382772355181491,12031
12,0.7911528859957162,12033
12,0.7914797454451312,12034
11,0.797654925361831,12036
12,0.793414872079641,12035
7,0.867036731302413,12040
7,0.8731151627391288,12038
8,0.8596027563921714,12037
8,0.8610141538569746,12039
9,0.8273400643477075,12042
9,0.8273400643477073,12041
9,0.8273400643477075,12044
9,0.8335440805957686,12043
8,0.8510825006078769,12045
9,0.8336840556254449,12046
9,0.8383172679575311,12048
8,0.8510825006078769,12047
7,0.8658896792782851,12052
7,0.8730196642727953,12050
9,0.8327365132512016,12049
9,0.8393877090839997,12051
8,0.8465542577510063,12055
8,0.8563301669978729,12053
10,0.8156151008478627,12056
10,0.8156151008478627,12054
8,0.8472649671783501,12058
8,0.8472649671783501,12060
9,0.839387709084,12059
11,0.7948999408884699,12057
7,0.8680903435824467,12063
7,0.8683653454098402,12061
7,0.8656154614673356,12062
7,0.8656154614673356,12064
9,0.8468357515725647,12068
9,0.8468357515725647,12066
10,0.8277541485221486,12067
10,0.8277541485221486,12065
10,0.8126076128918489,12069
10,0.8126076128918489,12071
11,0.8069631089109823,12070
11,0.8069631089109823,12072
9,0.8306651401832065,12074
9,0.832876352668058,12075
8,0.8602919112293105,12073
8,0.861431547838606,12076
