15,0.7633163328828221,13855
16,0.7798438207513029,13852
17,0.7559617622128572,13853
22,0.6811560365970563,13854
18,0.749004492869476,13858
18,0.7162666745896543,13856
19,0.7130819678686368,13857
24,0.6672796343059475,13859
18,0.7443163636987653,13860
18,0.7000509986888462,13863
14,0.7832348921963537,13861
22,0.673480332472581,13862
22,0.6686817157855568,13864
24,0.6457401615954985,13866
22,0.7031262691802693,13865
21,0.7298819274948323,13867
19,0.7278902051594324,13874
23,0.6829635491175035,13876
24,0.6833323262987171,13873
23,0.6622055361765097,13875
18,0.7305455222060173,13881
21,0.666911587386946,13884
24,0.646338049557401,13882
23,0.6633005004226299,13883
14,0.7755749057730611,13886
17,0.7352427555123922,13885
18,0.6920758539989758,13888
17,0.7417793408384963,13887
19,0.7168757843341256,13892
18,0.7341201546164704,13894
23,0.6612059301766009,13891
23,0.6920328447321346,13893
19,0.7635593647620282,13897
21,0.6859878649886848,13896
23,0.6619181249132016,13899
18,0.7189177928149559,13898
25,0.6449592191848773,13905
22,0.6773365221910489,13902
23,0.7090631286047715,13903
23,0.6519891177607399,13904
17,0.7298215149348088,13908
20,0.720949263503769,13910
18,0.7360374581031806,13911
16,0.7781144848600065,13909
15,0.7476745498443707,13912
15,0.7612210288223592,13913
22,0.6048013787205143,13915
21,0.6549745076983919,13914
18,0.7074092692880889,13918
19,0.7080783156685421,13919
21,0.7066491982286631,13921
28,0.5963514849517539,13920
24,0.6007626922323831,13925
30,0.5886372892046791,13922
28,0.6554340708180831,13924
27,0.6050063138211259,13923
29,0.5792879895094407,13929
24,0.6378507573700597,13931
26,0.6522710393244072,13930
24,0.7178170508683975,13928
17,0.7638242887499352,13934
17,0.7718506912553466,13933
19,0.710035946868036,13935
22,0.6579225216592532,13936
19,0.7208361412182615,13939
25,0.6784102694755262,13937
24,0.6543285897335106,13940
27,0.6000172368646255,13938
20,0.6341480786669361,13941
24,0.6605244035481412,13943
26,0.6177217836595323,13944
27,0.609288994581874,13942
20,0.6900939559542153,13952
19,0.7396070145325827,13951
22,0.6815964575869352,13950
26,0.6493090388731497,13953
21,0.6872370314462564,13956
19,0.7369340281847659,13958
24,0.6896804887183733,13957
30,0.6437115263968363,13959
